text,simplified_text
"Мол-мулкни бошқа шахсга ўтказишни тақиқлаб қўйиш ва тақиқни бекор қилиш Мол-мулкни бошқа шахсга ўтказишни тақиқлаб қўйиш ва тақиқни бекор қилиш қонун ҳужжатларида белгиланган шартларда ва тартибда амалга оширилади. ( 64-модданинг биринчи қисми Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонуни таҳририда — Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) LexUZ шарҳи Қаранг: Ўзбекистон Республикаси Фуқаролик-процессуал кодексининг 106 ва 111-моддалари ҳамда Жиноят-процессуал кодексининг 290 ва 295-моддалари .",Мол-мулкни бошқа шахсга ўтказишни тақиқлаб қўйиш ва тақиқни бекор қилиш қонун ҳужжатларда амалга оширилади. Бул Ўзбекистон Республикасининг 2021 йил 21 апрелдаги Қонунчилик маълумотлари базасида ЎРҚ-683-сонли Қонунчилик маълумотлари базасида таҳрирланган. Фуқаролик-процессуал кодексининг 106 ва 111-моддалари ва Жиноят-процессуал кодексининг 290 ва 295-моддаларида айтылган.
"Бирламчи бозордаги кўчмас мулк ва транспорт воситаларига нисбатан ипотека шартномаларини расмийлаштирган банк ва бошқа кредит ташкилотлари мол-мулкка тақиқ қўйиш ҳамда тақиқни ечишни ахборот-коммуникация технологияларидан фойдаланган ҳолда, Нотариатнинг ягона автоматлаштирилган ахборот тизими орқали мустақил равишда амалга оширади. (64-модда Ўзбекистон Республикасининг 2020 йил 14 январдаги ЎРҚ-602-сонли Қонунига асосан иккинчи қисм билан тўлдирилган — Қонун ҳужжатлари маълумотлари миллий базаси, 15.01.2020 й., 03/20/602/0052-сон) 10-боб. ҲУЖЖАТЛАР НУСХАЛАРИНИНГ ВА ҲУЖЖАТЛАРДАН ОЛИНГАН КЎЧИРМАЛАРНИНГ ТЎҒРИЛИГИНИ, ИМЗОНИНГ ҲАҚИҚИЙЛИГИНИ ВА ТАРЖИМАНИНГ ТЎҒРИЛИГИНИ ШАҲОДАТЛАШ 65-модда. Ҳужжатлар кўчирма нусхаларининг ва ҳужжатлардан олинган кўчирмаларнинг тўғрилигини шаҳодатлаш Нотариуслар жисмоний ва юридик шахслар томонидан берилган ҳужжатлар кўчирма нусхаларининг ва ҳужжатлардан олинган кўчирмаларнинг тўғрилигини шаҳодатлайди.",
"Агар бир қисми бошқа ҳужжатнинг кўчирма нусхасини ифодалаган бир неча варақдан иборат ҳужжат аслининг кўчирма нусхаси ёки ҳужжатнинг аслидан олинган кўчирма тўғрилиги шаҳодатланаётган бўлса, тасдиқлов ёзувида бу ҳақда белги қўйилади. (65-модда Ўзбекистон Республикасининг 2018 йил 11 октябрдаги ЎРҚ-497-сонли Қонуни таҳририда — Қонун ҳужжатлари маълумотлари миллий базаси, 12.10.2018 й., 03/18/497/2044-сон — 2019 йил 1 январдан кучга киради) 66-модда. Ҳужжат нусхасидан кўчирилган нусханинг тўғрилигини шаҳодатлаш Ҳужжат нусхасидан кўчирилган нусханинг тўғрилигини нотариуслар, башарти аввалги нусханинг тўғрилиги нотариал тартибда шаҳодатланган бўлса ёки ҳужжатнинг нусхаси унинг асл нусхаси тайёрланган корхона, муассаса, ташкилот томонидан берилган бўлса, шаҳодатлайди.","Агар қисми бошқа ҳужжатнинг кўчирма нусхасини ифодалаган бир неча варақдан иборат ҳужжат аслининг кўчирма нусхаси ёки ҳужжатнинг аслининг тўғрилиги шаҳодатланаётган бўлса, тасдиқлов ёзувида бу ҳақда белги қўйилади. (ЎРҚ-497-сонли 2018 йил 11 октябрдаги Қонун ҳужжатлари маълумотлари миллий базаси, 12.10.2018 й., 03/18/497/2044-сон — 2019 йил 1 январдан кучга киради) 66-модда. Нотариус, башарти аввалги нусханинг тўғрилиги нотариал тартибда шаҳодатланган же ҳужжатнинг нусхаси унинг асл нусхаси тайёрланган корхона, муассаса, ташкилот томонидан берилган бўлса, шаҳодатлайди."
"Кейинги ҳолатда ҳужжатнинг нусхаси мазкур юридик шахснинг иш қоғозида баён этилган, муҳр босиб тасдиқланган ва унда шу ҳужжатнинг асли мазкур корхона, муассаса, ташкилотда эканлиги ёзиб қўйилган бўлиши керак. 67-модда. Ҳужжатлардаги имзонинг ҳақиқийлигини шаҳодатлаш Нотариус имзонинг ҳақиқийлигини шаҳодатлар экан, ҳужжатда баён этилган фактларни эмас, балки фақат имзонинг муайян шахс томонидан қўйилганлигини тасдиқлайди.","Кейинги ҳолатда ҳужжатнинг нусхаси иш қоғозида баён этилган, муҳр босиб тасдиқланган ва унда шу ҳужжатнинг асли корхонада эканлиги ёзиб қўйилган. 67-модда. Нотариус имзонинг ҳақиқийлигини шаҳодатлар экан, факты тасдиқлаш имзонинг муайян шахс томонидан қўйилганлигини тасдиқлайди."
Юридик шахснинг раҳбар органи томонидан қарор қабул қилинганлиги фактини тасдиқлаш Нотариус юридик шахснинг раҳбар органи йиғилишини чақирувчи органнинг ёки шахснинг илтимосига кўра ушбу йиғилиш ўтказилиши чоғида ҳозир бўлади ва юридик шахснинг раҳбар органи томонидан қарор қабул қилинганлиги фактини тасдиқлаш тўғрисида ҳамда ушбу қарорни қабул қилиш чоғида ҳозир бўлган иштирокчиларнинг (акциядорларнинг) таркиби ҳақида гувоҳнома беради.,Нотариус юридик шахснинг раҳбар органи йиғилишини чечишча органнинг ёки шахснинг илтимосига кўра ушбу йиғилиш ўтказилиши чоғида ҳозир бўлади ва раҳбар органи қарор қабул қилинганлиги фактини тасдиқлаш тўғрисида гувоҳнома беради.
"Нотариус юридик шахснинг раҳбар органи томонидан қарор қабул қилинганлиги фактини белгилаш учун юридик шахснинг ҳуқуқ лаёқатини текширади, юридик шахс раҳбар органининг қарор қабул қилиш борасидаги ваколатини, йиғилишда кворум мавжудлигини ва овозларни санаб чиқиш асосида қарор қабул қилиш учун керакли овозлар сони мавжудлигини қонунчиликка ва юридик шахснинг таъсис ҳужжатларига мувофиқ аниқлайди. ( 70 1 -модданинг иккинчи қисми Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонуни таҳририда — Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) 70 2 -модда.",
"Электрон ҳужжатнинг қоғоз шаклидаги ҳужжат билан бир хил юридик кучга эга эканлигини тасдиқлаш Нотариус мол-мулкни бошқа шахсга ўтказиш билан боғлиқ бўлмаган ҳаракатларни амалга оширишда нотариал тартибда тасдиқланган аризалар, ижара шартномалари ва ишончномаларнинг электрон шакли қоғозда тақдим этилган ҳужжатга мувофиқлигини тасдиқлайди. Ҳужжатнинг тасдиқланган электрон шакли қоғоздаги ҳужжат билан бир хил юридик кучга эгадир.","Нотариус аризаларин, ижара шартномаларин ва ишончномаларин электронда тақдим этилган ҳужжатга мувофиқлигини тасдиқлашда нотариал тартибда тасдиқланган аризалар, ижара шартномалар ва ишончномаларнинг электрон шакли қоғозда тақдим этилган ҳужжатга мувофиқлигини тасдиқлайди. Электрон ҳужжатнинг юридик кучга эга эканлиги қоғоз шаклидаги ҳужжат билан бир хил."
"Пул суммалари ва қимматли қоғозларни депозитга қабул қилиш Нотариус қонунчиликда назарда тутилган ҳолларда кредиторга топшириш учун қарздордан депозитга пул суммалари ва қимматли қоғозларни қабул қилади. ( 74-модданинг биринчи қисми Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонуни таҳририда — Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) LexUZ шарҳи Қаранг: Ўзбекистон Республикаси Фуқаролик кодексининг 249-моддаси .","Кредиторга топшириш учун қарздордан депозитке пул суммалари ва қимматли қоғозларни келтириши нотариус қонунчиликда назарда тутилган ҳолларда мүмкун. (Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) LexUZ шарҳи Ўзбекистон Республикаси Фуқаролик кодексининг 249-моддаси."
"Кредиторнинг ёки қарздорнинг депозит ҳисобварағига қабул қилинган пул маблағларини ва қимматли қоғозларини бериш, шунингдек депозитдан фойдаланганлик учун тўлов банк томонидан нотариуснинг хабарномасига асосан амалга оширилади. (74-модда Ўзбекистон Республикасининг 2020 йил 14 январдаги ЎРҚ-602-сонли Қонунига асосан тўртинчи — еттинчи қисмлар билан тўлдирилган — Қонун ҳужжатлари маълумотлари миллий базаси, 15.01.2020 й., 03/20/602/0052-сон) 75-модда.","Банк томонидан депозитдан фойдаланганлик учун тўлов нотариуснинг хабарномасига асосан берилади. Бул пул маблағларини ва қимматли қоғозларини келиштириши процессидан иштимолийлик учун. (Ўзбекистон Республикасининг 2020 йил 14 январдаги ЎРҚ-602-сонли Қонун, 15.01.2020 й., 03/20/602/0052-сон)"
ИЖРО ХАТЛАРИ ЁЗИШ 76-модда. Қарздордан пул суммаларини ундириш ёки мол-мулкни талаб қилиб олиш Қарздордан пул суммаларини ундириш ёки мол-мулкни талаб қилиб олиш учун нотариус қарздорликни белгиловчи ҳужжатларга ижро хатларини ёзади. 77-модда. Қарзни ундириш сўзсиз амалга ошириладиган ҳужжатлар рўйхати Ижро хатларига асосан қарзни ундириш сўзсиз амалга ошириладиган ҳужжатлар рўйхати Ўзбекистон Республикаси Вазирлар Маҳкамаси томонидан белгилаб қўйилади.,"ИЖРО ХАТЛАРИ ЁЗИШ 76-модда. Нотариус қарздорликни белгиловчи ҳужжатларга ижро хатларини ёзади.

77-модда. Ижро хатларига асосан қарзни ундириш сўзсиз амалга ошириладиган ҳужжатлар рўйхати Вазирлар Маҳкамаси томонидан белгилаб қўйилади."
"Ижро хатини тақдим этишнинг ўтказиб юборилган муддатини, шунингдек ижро хати бўйича ундиришни тиклаш қонунчиликка мувофиқ амалга оширилади. ( 80-модданинг биринчи ва иккинчи қисмлари Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонуни таҳририда — Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) LexUZ шарҳи Қаранг: Ўзбекистон Республикасининг «Суд ҳужжатлари ва бошқа органлар ҳужжатларини ижро этиш тўғрисида»ги Қонунининг 29-моддаси . 14-боб.","Ижро хатини тақдим этишнинг ўткарилиши ва ижро хати бўйича ундириш қонунчиликка мувофиқ амалга оширилади. (Ўзбекистон Республикасининг 2021 йил 21 апрелдаги 683-сонли Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) LexUZ шарҳи Ўзбекистон Республикасининг «Суд ҳужжатлари ва бошқа органлар ҳужжатларини ижро этиш тўғрисида»ги Қонунининг 29-моддаси . 14-боб."
"Векселни протест қилиш Нотариус пули тўланмаган, акцепт қилинмаган ва акцепт санаси кўрсатилмаган векселни қонунчиликка мувофиқ протест қилади. ( 81-модданинг матни Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонуни таҳририда — Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) LexUZ шарҳи Қаранг: Нотариуслар томонидан нотариал ҳаракатларни амалга ошириш тартиби тўғрисидаги йўриқнома (рўйхат рақами 3113, 2019 йил 4 январь). 82-модда.",
"Чекни тўловга тақдим этиш ва чекнинг тўланмаганлигини тасдиқлаш Тўловчининг турар жойидаги нотариус тўловга тақдим этилган чекни қонунчиликда назарда тутилган ҳолларда ва тартибда қабул қилиб олади. ( 82-модданинг биринчи қисми Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонуни таҳририда — Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) LexUZ шарҳи Қаранг: Ўзбекистон Республикаси Фуқаролик кодексининг 807 — 816-моддаси .",
ДЕНГИЗ ПРОТЕСТЛАРИНИ АМАЛГА ОШИРИШ 85-модда. Денгиз протестлари ҳақидаги ариза Нотариус кема эгасининг ҳуқуқ ва қонуний манфаатларини ҳимоя қилиш учун далил-исботларни таъминлаш мақсадида кема капитанининг кема сузиб бораётганда ёки у тўхтаб турган жойда содир бўлган ҳамда кема эгасининг олдига мулкий талаблар қўйиш учун асос бўлиши мумкин бўлган ҳодиса тўғрисидаги аризасини қабул қилади.,ДЕНГИЗ ПРОТЕСТЛАРИНИ АМАЛГА ОШИРИШ 85-модда. Нотариус кема эгасининг ҳуқуқ ва қонуний манфаатларини ҳимоя қилиш учун далил-исботларни таъминлаш мақсадида кема капитанининг кема сузиб бораётганда ёки у тўхтаб турган жойда содир бўлган ҳамда кема эгасининг олдига мулкий талаблар қўйиш учун асос бўлиши мумкин бўлган ҳодиса тўғрисидаги аризасини қабул қилади.
"Денгиз протести тўғрисидаги аризада баён этилган ҳолатларнинг тасдиғи сифатида кема капитани ариза билан бир вақтда ёки кема портга кирган кундан бошлаб, агар ҳодиса портда юз берган бўлса, у юз берганидан сўнг етти кундан кечиктирмай нотариусга кўздан кечириш учун кема дафтарини ва кема дафтаридан олиниб капитан томонидан тасдиқланган кўчирмани тақдим этиши шарт. 86-модда.","Капитан ариза билан бир вақтда, кема портга кирган кундан бошлаб, нотариусга кўздан кечириш учун кема дафтарини ва кема дафтаридан олиниб тасдиқланган кўчирмани тақдим этиши шарт. 86-модда."
"Нотариус халқаро шартномалар талабларига мувофиқ тузилган ҳужжатларни қабул қилиб олади, шунингдек, агар Ўзбекистон Республикасининг халқаро шартномаларига зид келмаса, уларга бошқа давлатларнинг қонунчилигида назарда тутилган шаклда тасдиқловчи устхатлар ёзади. ( 88-модданинг биринчи ва иккинчи қисмлари Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонуни таҳририда — Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) 89-модда.","Нотариус халқаро шартномалар талабларига мувофиқ устхатларни қабул қилиб олади. Агар Ўзбекистон Республикасининг халқаро шартномасга зид келмаса, уларга бошқа давлатларнинг қонунчилигида тасдиқловчи устхатлар ёздилади. (88-модданинг биринчи ва иккинчи қисмлари Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонунга таҳририда — Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) 89-модда."
"Мерос мол-мулкни қўриқлаш ва меросга бўлган ҳуқуқ тўғрисида гувоҳнома бериш Чет эл фуқароси вафотидан кейин унинг Ўзбекистон Республикаси ҳудудида қолган мол-мулкини қўриқлаш ёки Ўзбекистон Республикаси фуқароси вафот этганидан кейин чет эл фуқаросига тегишли бўлган мол-мулкни қўриқлаш, шунингдек бундай мол-мулк хусусида меросга бўлган ҳуқуқ ҳақида гувоҳномалар бериш билан боғлиқ ҳаракатлар Ўзбекистон Республикаси қонунчилигига мувофиқ амалга оширилади. ( 89-модданинг матни Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонуни таҳририда — Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) 90-модда.","Ўзбекистон Республикаси ҳудудида мол-мулкин қолган ёки фуқаросига тегиши этган Чет эл фуқароси қолган мол-мулкни қўриқлаш ёки тегиши этган мол-мулкни қўриқлаш учун гувоҳномалар бериш. Бундай мол-мулк хусусида меросга бўлган ҳуқуқ ҳақида гувоҳномалар Ўзбекистон Республикаси қонунчилигига мувофиқ амалга оширилади. (ЎРҚ-683-сонли Қонун, 2021 йил 21 апрел)"
"Нотариуснинг чет элда тузилган ҳужжатларни қабул қилиши Чет элда бошқа давлатлар ваколатли органларининг мансабдор шахслари иштирокида тузилган ёки улардан келаётган ҳужжатлар расмийлаштирилган ёки апостиль қўйилган тақдирдагина нотариус томонидан қабул қилинади. (91-модданинг биринчи қисми Ўзбекистон Республикасининг 2018 йил 11 октябрдаги ЎРҚ-497-сонли Қонуни таҳририда — Қонун ҳужжатлари маълумотлари миллий базаси, 12.10.2018 й., 03/18/497/2044-сон — 2019 йил 1 январдан кучга киради) Бундай ҳужжатлар Ўзбекистон Республикасининг қонунчилигида ва халқаро шартномаларида назарда тутилган ҳолларда расмийлаштирилмаган ёки апостиль қўйилмаган ҳолида нотариус томонидан қабул қилинади. ( 91-модданинг иккинчи қисми Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонуни таҳририда — Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) 92-модда.",Нотариуснинг чет элда тузилган ҳужжатларни қабул қилиши Чет элда бошқа давлатлар ваколатли органларининг мансабдор шахслари иштирокида тузилган ёки улардан келаётган ҳужжатлар расмийлаштирилган ёки апостиль қўйилган тақдирдагина нотариус томонидан қабул қилинади. Бундай ҳужжатлар Ўзбекистон Республикасининг қонунчилигида ва халқаро шартномаларида назарда тутилган ҳолларда расмийлаштирилмаган ёки апостиль қўйилмаган ҳолида нотариус томонидан қабул қилинади.
"Агар Ўзбекистон Республикасининг халқаро шартномаси нотариусга Ўзбекистон Республикаси қонунчилигида назарда тутилмаган нотариал ҳаракатни амалга ошириш ваколатини берса, нотариус бу нотариал ҳаракатни Ўзбекистон Республикаси Адлия вазирлиги белгилаган тартибда амалга оширади. ( 93-модданинг биринчи ва иккинчи қисмлари Ўзбекистон Республикасининг 2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонуни таҳририда — Қонунчилик маълумотлари миллий базаси, 21.04.2021 й., 03/21/683/0375-сон) Ўзбекистон Республикасининг Президенти И.","Ўзбекистон Республикасынинг халқаро шартномаси нотариусга нотариал ҳаракатни амалга ошириш ваколатини берса, нотариус бу ҳаракатни Адлия вазирлиги тартибидан узримда амалга оширади. (2021 йил 21 апрелдаги ЎРҚ-683-сонли Қонунчилик маълумотлари миллий базаси, 03/21/683/0375-сон) Президенти И."
"Ijro xati olish uchun quyidagilar taqdim etiladi: a) uning asosida qarz undiriladigan kredit shartnomasining asl nusxasi; Bunda notarius tomonidan kredit shartnomasidan nusxa olinib, uning asli undirib oluvchiga qaytarib beriladi. (2-bandning “a” kichik bandi Oʻzbekiston Respublikasi Vazirlar Mahkamasining 2024-yil 18-dekabrdagi 847-sonli qaroriga asosan ikkinchi xatboshi bilan toʻldirilgan — Qonunchilik maʼlumotlari milliy bazasi, 24.12.2024-y., 09/24/847/1056-son) b) undirib oluvchi tomonidan tasdiqlangan qarzdorning shaxsiy hisobvaragʻi (kartochkasi)dan qarz miqdori koʻrsatilgan koʻchirma; v) nobank kredit tashkilotlari oldidagi qarzni ikki tomonlama tasdiqlovchi solishtirish dalolatnomasi. (2-bandning “v” kichik bandi Oʻzbekiston Respublikasi Vazirlar Mahkamasining 2024-yil 18-dekabrdagi 847-sonli qarori tahririda — Qonunchilik maʼlumotlari milliy bazasi, 24.12.2024-y., 09/24/847/1056-son) 3.","Ijro xati olish uchun quyidagilarni taqdim etiladi:
a) Kredit shartnomasining asl nusxasi, notarius tomonidan kredit shartnomasidan nusxa olindigan.
b) Qarz miqdori koʻrsatilgan koʻchirma, undirib oluvchi tomonidan tasdiqlangan qarzdorning shaxsiy hisobvaragʻi (kartochkasi).
c) Nobank kredit tashkilotlari oldidagi qarzni ikki tomonlama tasdiqlovchi solishtirish dalolatnomasi.

(2-bandning “a” va “v” kichik bandlari Oʻzbekiston Respublikasi Vazirlar Mahkamasining 2024-yil 18-dekabrdagi 847-sonli qaroriga asosan tahririda — Qonunchilik maʼlumotlari milliy bazasi, 24.12.2024-y., 09/24/847/1056-son)"
Qarzni va navbatdagi badallarni toʻlash muddati oʻtkazib yuborilganligi uchun penyani undirish yuzasidan ijro xati olish uchun quyidagilar taqdim etiladi: a) undirib oluvchi tomonidan qarz miqdori va uni qoplash muddatlari qayd etilgan qarzdor kafillik-majburiyatnomasining asl nusxasi; b) undirib oluvchi tomonidan tasdiqlangan qarzdorning shaxsiy hisobvaragʻidan muddati oʻtkazib yuborilgan qarz miqdori va uni qoplash muddatlari koʻrsatilgan koʻchirma.,"Penyanini undirish yuzasida ijro xati olish uchun quyidagilar taqdim etiladi:
a) Qarzdor kafillik-majburiyatnomasining asl nusxasi va qarz miqdori, 
b) Muddati oʻtkazib yuborilgan qarz miqdori va uni qoplash muddatlari."
"Ijro xati olish uchun quyidagilar taqdim etiladi: a) toʻlanmagan hisobvaraqning undirib oluvchi tomonidan tasdiqlangan nusxasi; b) baholash va xatlov ishlari oʻtkazilgan obyektning manzili, ishlarning nomi va hajmi, ishlarning qiymati (taksa) va qarzning umumiy qiymati koʻrsatilgan hisob-kitob nusxasi; v) qarzdorning yozma ogohlantirishni olganligi toʻgʻrisidagi tilxati bor qarzni toʻlash toʻgʻrisida qarzdorga berilgan yozma ogohlantirish nusxasi.","Ijro xati olish uchun quyidagilar taqdim etiladi:
a) Toʻlanmagan hisobvaraqning undirib oluvchi tomonidan tasdiqlangan nusxasi;
b) Baholash va xatlov ishlari oʻtkazilgan obyektning manzili, ishlarning nomi va hajmi, qiymati (taksa) va qarzning umumiy qiymati koʻrsatilgan hisob-kitob nusxasi;
v) Qarzdorga berilgan yozma ogohlantirish nusxasi, qarzdorning yozma ogohlantirishni olganligi toʻgʻrisidagi tilxati bor."
"Ijro xati olish uchun quyidagilar taqdim etiladi: a) ijaraga berish shartnomasining nusxasi, ijaraga berilgan buyum bahosi bazaviy hisoblash miqdorining oʻn baravaridan kam boʻlgan xollarda esa—undiriladigan summa koʻrsatilgan kvitansiyaning nusxasi; (13-bandning “a” kichik bandi Oʻzbekiston Respublikasi Vazirlar Mahkamasining 2019-yil 28-dekabrdagi 1046-sonli qarori tahririda — Qonun hujjatlari maʼlumotlari milliy bazasi, 29.12.2019-y., 09/19/1046/4242-son) b) qarzdorning ogohlantirish olinganligi haqidagi tilxati bor qarzni toʻlash toʻgʻrisida qarzdorni yozma ogohlantirishning nusxasi.","Ijro xati uchun quyidagilarni taqdim etiladi:
a) Ijaraga berish shartnomasining nusxasi, ijaraga berilgan buyum bahosi bazaviy hisoblash miqdorining oʻn baravaridan kam boʻlgan xollarda undiriladigan summa koʻrsatilgan kvitansiyaning nusxasi;
b) Qarzdorni yozma ogohlantirishning nusxasi, qarzni toʻlash toʻgʻrisida tilxati bor."
"Lizingga oluvchining qarzini tasdiqlovchi hujjatlar. Ijro xatlarini olish uchun quyidagilar taqdim etiladi: a) qarzni undirish va/yoki lizing obyektini talab qilib olishni amalga oshirishga asos boʻladigan lizing shartnomasining asl nusxasi; b) lizingga oluvchining lizingga beruvchi oldidagi qarzini tasdiqlaydigan ikki tomonlama taqqoslash dalolatnomasi; v) lizingga oluvchining ogohlantirishni olganligi toʻgʻrisidagi tilxati bilan birga qarzni qaytarish toʻgʻrisida ogohlantirish xatining nusxasi. (XI boʻlim Oʻzbekiston Respublikasi Vazirlar Mahkamasining 2004-yil 26-apreldagi 199-son qarori bilan kiritilgan — Oʻzbekiston Respublikasi Qonun hujjatlari toʻplami, 2004-y., 17-son, 197-modda) XII.","Lizingga oluvchining qarzini tasdiqlovchi hujjatlar: a) lizing shartnomasining asl nusxasi; b) ikki tomonlama taqqoslash dalolatnomasi; c) ogohlantirish xati. (Oʻzbekiston Respublikasi Vazirlar Mahkamasining 2004-yil 26-apreldagi 199-son qarori bilan kiritilgan — Oʻzbekiston Respublikasi Qonun hujjatlari toʻplami, 2004-y., 17-son, 197-modda)"
"Ўзбекистон Республикаси Вазирлар Маҳкамасининг қарори Ўзбекистон Республикаси Ҳукуматининг айрим қарорларига ўзгартириш ва қўшимчалар киритиш тўғрисида Ўзбекистон Республикаси Президентининг «Ўзбекистон — 2030» стратегиясини «Ёшлар ва бизнесни қўллаб-қувватлаш йили»да амалга оширишга оид давлат дастури тўғрисида » 2024 йил 21 февралдаги ПФ-37-сон ҳамда « Маъмурий ислоҳотлар доирасида адлия органлари ва муассасаларининг масъулиятини янада ошириш ҳамда ихчам бошқарув тизимини шакллантириш тўғрисида » 2024 йил 24 майдаги ПФ-80-сон фармонлари ижросини таъминлаш, шунингдек, давлат хизматларини кўрсатиш тартибларини янада такомиллаштириш мақсадида Вазирлар Маҳкамаси қарор қилади: 1.",
"Вазирлар Маҳкамасининг «Ўзбекистон Республикасида маданий бойликларнинг олиб чиқилиши ва олиб кирилиши масалаларини тартибга солиш тўғрисида» 1999 йил 23 мартдаги 131-сон қарорида : а) 4-банддан «Туризм ва маданий мерос вазирлиги ҳузуридаги» сўзлари чиқариб ташлансин; б) 1-иловада : 5 , 8-бандлардан , 10 ва 11-бандларнинг биринчи хатбошиларидан , 14-банддан , 15-банднинг учинчи хатбошисидан , 20-банддан , 25 ва 29-бандларнинг биринчи хатбошиларидан ҳамда Низомга 1 , 1а ва 2-иловалардан «Туризм ва маданий мерос вазирлиги ҳузуридаги» сўзлари чиқариб ташлансин; 7-банд қуйидаги таҳрирда баён этилсин: «7.",
"Вазирлар Маҳкамасининг 2002 йил 18 январдаги 26-сон қарори билан тасдиқланган Нотариусларнинг ижро хатларига асосан қарзни ундириш сўзсиз амалга ошириладиган ҳужжатлар рўйхатининг 2-бандида : «а» кичик банд қуйидаги мазмундаги иккинчи хатбоши билан тўлдирилсин: «Бунда нотариус томонидан кредит шартномасидан нусха олиниб, унинг асли ундириб олувчига қайтариб берилади»; «в» кичик банддаги «кредит муассасалари» сўзлари «нобанк кредит ташкилотлари» сўзлари билан алмаштирилсин. 3.","Вазирлар Маҳкамасининг 2002 йил 18 январдаги 26-сон қарори билан тасдиқланган Нотариусларнинг ижро хатларига асосан қарзни ундириш сўзсиз амалга ошириладиган ҳужжатлар рўйхатининг 2-бандида: «а» кичик банд қуйидаги иккинчи хатбоши билан тўлдирилсин: «Бунда нотариус томонидан кредит шартномасидан нусха олиниб, унинг асли ундириб олувчига қайтариб берилади»; «в» кичик банддаги «кредит муассасалари» сўзлари «нобанк кредит ташкилотлари» сўзлари билан алмаштирилсин."
"Вазирлар Маҳкамасининг «Ўзбекистон Республикасида архив ишини такомиллаштириш тўғрисида» 2012 йил 5 апрелдаги 101-сон қарорида : а) 3-иловада : 11-банд куйидаги мазмундаги иккинчи хатбоши билан тўлдирилсин: «Нодавлат архивлар фаолияти Вазирлар Маҳкамасининг «Фаолиятни бошлаш ёки тугатиш учун ваколатли органни хабардор қилиш тартиби тўғрисидаги ягона низомни тасдиқлаш ҳақида» 2022 йил 25 февралдаги 88-сон қарорига мувофиқ ташкил этилади ва тугатилади»; 12 , 13 , 15 ва 18-бандлар ўз кучини йўқотган деб ҳисоблансин; 16-бандда : иккинчи хатбошиси чиқариб ташлансин; учинчи хатбоши иккинчи хатбоши деб ҳисоблансин; б) 4-илованинг 10-банди қуйидаги таҳрирда баён этилсин: «10.",
