"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score","domain","subcategory"
"sports.uz","""JCh-2026"" finaliga chipta narxi 11 million dollardan oshdi","https://sports.uz/news/view/jch-2026-finaliga-chipta-narxi-11-million-dollardan-oshdi","2","Bundan tashqari, ovqatlanish va ichimliklar kiritilgan «Trophy Lounge» va «Trophy Lounge+» nomli VIP-paketlar ham sotuvga qo‘yilgan bo‘lib, ular mos ravishda 34 500 va 32 500 dollardan baholangan. FIFA final oldidan qo‘shimcha chiptalar qanday qilib yana savdoga chiqqani bo‘yicha izoh bermadi. Avvalroq tashkilotning rasmiy saytida ushbu o‘yin uchun barcha chiptalar sotilib bo‘lingani qayd etilgan edi.","54","404","19.0","5.68","0.281","0.48","sport","football"
"sports.uz","Mbappe ""Diktator"" haqidagi virusli memga javob berdi","https://sports.uz/news/view/mbappe-diktator-haqidagi-virusli-memga-javob-berdi","1","Mbappe ""Diktator"" haqidagi virusli memga javob berdi Madridning «Real» jamoasi va Fransiya terma jamoasi hujumchisi Kilian Mbappe jahon chempionati-2026 paytida ommalashgan navbatdagi internet-memga munosabat bildirdi. Musobaqa davomida o‘tkazilgan o‘yinlardan birida tribunadagilar orasidagi muxlis qo‘lida Mbappe harbiy formada tasvirlangan plakatni ko‘tarib turgani aks etgan surat tarqaldi. Bu kadr ijtimoiy tarmoqlarda tezda keng yoyilib, ko‘plab kulgili mem va sharhlarga asos bo‘ldi. Fransiya terma jamoasi yulduzi bu holatga befarq qolmadi. «Boshqa bunday qilmang», — deb qisqagina izoh qoldirdi Mbappe. «Diktator Mbappe» (yoki «General Mbappe») memining ildizlari 2024 yil bahoriga borib taqaladi. O‘shanda hujumchining yuristlari Marsel shahridagi kabob do‘koni egasi Mohamed Henniga nisbatan sudga murojaat qilish bilan tahdid qilgan edi.","106","849","16.14","6.23","0.363","0.48","sport","football"
"sports.uz","""Barsa"" o‘ziniklarni tabrikladi","https://sports.uz/news/view/barsa-o-ziniklarni-tabrikladi","1","""Barsa"" o‘ziniklarni tabrikladi La Liganing amaldagi chempioni «Barselona» klubi Ispaniya terma jamoasi tarkibida jahon chempioni bo‘lgan o‘z futbolchilarini tabriklab, rasmiy sahifalarida alohida xabar e’lon qildi. Klub ushbu nashrda Ferran Torres va Pau Kubarsiga berilgan mukofotlarga ham to‘xtalib o‘tdi. Ferran Torres jahon chempionati finalining eng yaxshi o‘yinchisi, Pau Kubarsi esa musobaqaning eng yaxshi yosh futbolchisi deb topilgani qayd etildi. Shuningdek, «ko‘k-anorranglilar» Lamin Yamalning tarixiy yutug‘ini alohida ta’kidlashdi: u 20 yoshga to‘lmagan holda ham Yevropa chempionati, ham jahon chempionati bosh sovrinini qo‘lga kiritgan ilk futbolchi sifatida tarixga kirdi. Eslatib o‘tamiz, jahon chempionati finalida Ispaniya terma jamoasi Argentina ustidan g‘alaba qozondi.","98","793","22.4","5.91","0.116","0.481","sport","football"
"sports.uz","Unay Simon ""quruq"" darvozabonlar qatoriga qo‘shildi","https://sports.uz/news/view/unay-simon-quruq-darvozabonlar-qatoriga-qo-shildi","1","Unay Simon ""quruq"" darvozabonlar qatoriga qo‘shildi Ispaniya terma jamoasi darvozaboni Unay Simon 2026 yildgi jahon chempionati yarim finalida Frantsiyaga qarshi o‘yinni (2:0) gol o‘tkazmasdan yakunladi. Shu tariqa u jahon chempionatlari tarixida eng ko‘p «quruq» o‘yin o‘tkazgan darvozabonlar orasida uchinchi o‘ringa ko‘tarildi. Bu o‘yin orqali Simon jahon chempionatlaridagi 11 uchrashuvidan sakkizinchisini «quruq» yakunladi. 2026 yildgi mundialning o‘zida esa oltinchi marta raqiblarning barcha zarbalarini bartaraf etdi. Jahon chempionatlari tarixida undan ko‘proq «quruq» o‘yin o‘tkazganlar faqat frantsiyalik Fab’yen Bartez va angliyalik Piter Shilton hisoblanadi. Har ikki darvozabon 17 uchrashuvning 10 tasida gol o‘tkazmagan. Shuningdek, jahon chempionatlari tarixida yana bir qator mashhur darvozabonlar ham sakkiztadan «quruq» o‘yinga ega: fransuz Ugo Lyoris (20 o‘yindan 8 tasi), bel’giyalik Tibo Kurtua (21 o‘yindan 8 tasi), braziliyalik Taffarel (18 o‘yindan 8 tasi) va Emerson Leao (14 o‘yindan 8 tasi), nemis Sepp Mayer (18 o‘yindan 8 tasi), shuningdek, niderlandiyalik Yan Yongblud (12 o‘yindan 8 tasi).","146","1122","21.57","5.83","0.159","0.481","sport","football"
"sports.uz","Messi: ""Bilishimcha, yarim finalga chiqsak medallar uchun kurashish imkoniyatiga ega bo‘lamiz""","https://sports.uz/news/view/messi-bilishimcha-yarim-finalga-chiqsak-medallar-uchun-kurashish-imkoniyatiga-ega-bo-lamiz","1","Messi: ""Bilishimcha, yarim finalga chiqsak medallar uchun kurashish imkoniyatiga ega bo‘lamiz"" Argentina terma jamoasi yetakchisi Lionel Messi jahon chempionatidagi jamoa oʻyini haqida fikr bildirdi. «Inter Mayami» hujumchisiga koʻra, u musobaqa boshlanishidan oldinoq Argentina kamida yarim finalgacha yetib borajagini his qilgan. Messining taʼkidlashicha, jamoa titul uchun kurashish imkoniyatiga ega boʻlishini oldindan bilgan va bugun yana finalda maydonga tushayotgani ishonish qiyin boʻlgan darajada hayratlanarli holatdir. «Biz yana bir bor jamoamizga koʻp yillardan beri xos boʻlgan jihatlarni namoyish etdik: yuqori saviyadagi futbol, hotirjamlik va oʻyinni toʻgʻri his etib, toʻgʻri oʻqish mahorati», — deya Messining soʻzlarini keltiradi TyC Sports. Eslatib oʻtamiz, jahon chempionati finalida Argentina terma jamoasi Ispaniyaga qarshi maydonga tushadi. Hal qiluvchi bahs yakshanba, 19 iyul kuni boʻlib oʻtadi.","116","921","19.17","6.78","0.191","0.483","sport","football"
"sports.uz","Atletiko Julian Al’varesni qaysi klubga sotishi aniq bo‘ldi","https://sports.uz/news/view/atletiko-xulian-alvaresni-qaysi-klubga-sotishi-aniq-boldi-14-07-2026","1","“Atletiko” Julian Al’varesni qaysi klubga sotishi aniq bo‘ldi Argentinalik hujumchi Julian Alvares Madriddning “Atletiko” klubini tark etib, Londonning “Arsenal” jamoasiga o‘tishi mumkin. TEAMtalk nashri ma’lumotiga ko‘ra, “matraschilar” rahbariyati Alvares atrofidagilarga yozgi transfer oynasida uni qo‘yib yuborishga tayyor ekanini ma’lum qilgan. Biroq bir muhim shart bor: “Atletiko” futbolchini La Ligadagi ashaddiy raqiblar –“Barselona” yoki “Real”ga sotmaydi, chunki klub o‘zining bevosita raqiblarini kuchaytirishni istamaydi. Manbaga ko‘ra, Alvares faoliyatini davom ettirish uchun ehtimoliy variantlardan biri Angliyaning amaldagi chempioni “Arsenal” hisoblanadi. Futbolchining o‘zi ham Angliya Premier-ligasiga ko‘chib o‘tish variantiga qiziqmoqda, ammo uning asosiy ustuvor tanlovi hozircha “Barselona” bo‘lib qolmoqda.","95","831","22.0","6.3","0.109","0.484","sport","football"
"sports.uz","Real Kurtua o‘rniga uch darvozabon topdi","https://sports.uz/news/view/real-kurtua-orniga-uch-darvozabon-topdi-14-07-2026","1","“Real” Kurtua o‘rniga uch darvozabon topdi Madridning “Real” klubi asosiy darvozabon Tibo Kurtua o‘rnini bosishga qodir yangi golkiper qidirishni boshladi. Bunga belgilaylik darvozabonning 2026 yildgi jahon chempionatida Ispaniyaga qarshi bahsda olgan jarohati sabab bo‘lgan. Hozircha “Real” shoshilinch ravishda yangi darvozabon xarid qilishni rejalashtirmayapti, ammo klub quyidagi futbolchilarni kuzatmoqda: - Bart Verbryuggen (“Brayton”); - Gregor Kobel (“Borussiya” Dortmund); - Diogu Koshta (“Portu”). Klub rahbariyati ayniqsa 23 yoshli niderlandiyalik Verbryuggenni kelajak uchun eng yaxshi variant sifatida ko‘rmoqda. Kobel tajribali va ishonchli variant sifatida baholanmoqda, Diogu Koshta esa bosh murabbiy Joze Mourinyoning shaxsiy tanlovi hisoblanadi. “Real” hali ham Kurtuani jahonning eng yaxshi darvozabonlaridan biri deb hisoblaydi, ammo uning sog‘ligi va jarohatlarga moyilligi klubni xavotirga solmoqda.","112","921","18.67","6.82","0.214","0.484","sport","football"
"sports.uz","Siti 25 nafar futbolchi bilan xayrlashadi. Xaridorlar uchrashuvga taklif etildi","https://sports.uz/news/view/siti-25-nafar-futbolchi-bilan-xayrlashadi-xaridorlar-uchrashuvga-taklif-etildi-13-07-2026","2","Клуб шу ёзнинг ўзида ўз тарихидаги энг қиммат трансферни амалга ошириб, “Ноттингем Форест”дан Эллиот Андерсонни 116 миллион фунт стерлинг эвазига харид қилганини тасдиқлади. Шунингдек, Жереми Монга учун ҳам “Лестер Сити”га 10 миллион фунт ва бонуслар тўланадиган бўлди. Клуб афсоналари Жон Стоунз ва Бернарду Силва шартномалари якунланганидан кейин жамоани тарк этди. Натан Аке эса Англияни тарк этиб, фаолиятини Туркияда давом эттирадиган бўлди. Жорий трансфер ойнаси тугагунига қадар яна бир қатор футболчиларнинг кетиши кутилмоқда. Журналист Алан Никсоннинг хабар беришича, “Манчестер Сити” кўргазмали учрашувга бир нечта клубларни таклиф қилган. Ушбу ўйинда клуб академиясининг бир қатор тарбияланувчилари ҳам ўз маҳорати ва истеъдодини намойиш қилади.","100","756","14.29","6.35","0.45","0.484","sport","football"
"sports.uz","Senga Madridda non yo‘q! Arbeloa yangi jamoasiga Real futbolchisini chaqirdi","https://sports.uz/news/view/senga-madridda-non-yoq-arbeloa-yangi-jamoasiga-real-futbolchisini-chaqirdi-19-07-2026","2","Avvalroq u rahbariyatdan Gonsalo Garsiya, Fran Garsiya va Franko Mastantuononi ham taklif qilish imkoniyatini ko‘rib chiqishni so‘ragan.","17","136","19.0","6.11","0.263","0.485","sport","football"
"sports.uz","Manchesterliklar uch himoyachini nishonga oldi","https://sports.uz/news/view/manchesterliklar-uch-himoyachini-nishonga-oldi-18-07-2026","1","Manchesterliklar uch himoyachini nishonga oldi Yangi mavsumda Evropa Chempionlar ligasida ishtirok etadigan “Manchester Yunayted” tarkibini kuchaytirishga alohida e'tibor qaratmoqda. Manchesterliklar yozgi transfer oynasida himoya chizig'ini kuchaytirish maqsadida bir vaqtning o'zida bir nechta futbolchini kuzatyapti. Insayder Ben Jeykobs ma'lumotiga ko'ra, “Manchester Yunayted” sport bo'limi mutasaddilari diqqat markazida Karlos Augusto (“Inter”), Lyuis Xoll (“Nyukasl”) va Oliver Skarls (“Vest Xem”) turibdi. Ular orasida eng ustuvor nomzod sifatida aynan Lyuis Xoll ko'rilmoqda. O'tgan Angliya Premyer-ligasi mavsumi yakuniga ko'ra, “Manchester Yunayted” 71 ochko bilan uchinchi o'rinni egalladi va kelasi mavsum uchun UEFA Chempionlar ligasi yo'llanmasini qo'lga kiritdi.","92","779","18.4","7.16","0.207","0.486","sport","football"
"sports.uz","Shakira Messining qilgan ishidan hayratga tushdi","https://sports.uz/news/view/shakira-messining-qilgan-ishidan-hayratga-tushdi","1","Shakira Messining qilgan ishidan hayratga tushdi Lotin Amerikasining mashhur qoʻshiqchisi Shakira 2026 yildgi jahon chempionati yarim finalida Angliyaga qarshi uchrashuvdan soʻng Argentina terma jamoasi sardori va hujumchisi Lionel Messining oʻyinini yuqori baholadi. Messi ushbu bellashuvda ikki golli pas berib, jamoasiga 2:1 hisobida irodali gʻalaba keltirdi. - Messining qilayotgan ishi haqiqatan ham hayratlanarli! Bu oʻz ishiga chuqur sadoqatli, intizomli insonning qadriyatlarini koʻrsatadi. U vaqt va turli qiyinchiliklarga qarshi kurashib, insonni yoshi yoki boshqalarning gapi emas, balki oʻzining kimligi belgilashini isbotlayapti. Va men bilamanki, uning yonida Antonella Rokutso kabi ayolning borligi unga kuch va ilhom bagʻishlab, shularni namoyish etishga yordam beradi, — deb yozgan Shakira ijtimoiy tarmoqdagi sahifasida.","106","838","17.0","6.97","0.284","0.486","sport","football"
"sports.uz","Husanovni Angliyada katta to‘qnashuv to‘qnashuv kutyapti","https://sports.uz/news/view/husanovni-angliyada-katta-toqnashuv-toqnashuv-kutyapti-15-07-2026","1","Husanovni Angliyada katta to‘qnashuv to‘qnashuv kutyapti Келаси мавсум Англия Премьер-лигасида Марказий Осиё дербиси кузатилиши мумкин. Ҳозирча, дунёнинг энг мураккаб лигасида минтақамиздан фақат Абдуқодир Ҳусанов тўп тепмоқда. Янги мавсумда 22 ёшли ҳимоячимиз “Манчестер Сити”нинг асосий ўйинчиларидан бири мақомини сақлаб қолиши кутилмоқда. Чунки ўтган мавсумда Абдуқодир Хосеп Гвардиола жамоасида ўзини ҳар тарафлама кўрсатиб, жамоага керакли эканини исботлади. Энди бундан буён жамоага устозлик қиладиган Энцо Мареска ҳам Ҳусановга ишонч билдиришига умид қиламиз. Янги чемпионат олдидан қозоғистонлик Дастан Сатпаев “Челси” таркибига қўшилади. Лондонлик иқтидорли ҳужумчини бир ярим йил аввал трансфер қилган бўлса-да, 18 ёшга тўлиб, тўлиқ вояга етгунга қадар “Қайрат”да ўйнаб туришига шароит яратиб берди.","101","810","15.0","6.52","0.41","0.486","sport","football"
"sports.uz","O‘zbekistonliklarni Husanovning Sitidagi kelajagi qiziqtiryapti","https://sports.uz/news/view/ozbekistonliklarni-husanovning-sitidagi-kelajagi-qiziqtiryapti-19-07-2026","2","Бундай жамоалар кўпинча юқори чизиқда ўйнайди, орқада катта ҳудуд қолдиради ва ҳимоячилардан дуэлларда жасорат ва тезкорлик талаб қилинади. Бундай моделда тезкор марказий ҳимоячи – асосий зарурат. Аммо бир шарти бор. Фақат югуриб бошқаларнинг хатоларини тузатадиган “ўт ўчирувчи” бўлиб қолмаслик учун Абдуқодир Ҳусанов яна учта жиҳатда ўсиши керак. Биринчиси, тўп билан тезроқ қарор қабул қилиш. Жон Стоунзга айланиши шарт эмас, аммо қачон қисқа ўйнаш, қачон олдинга силжиш, қачон таваккал қилмасликни тезроқ тушуниб етишни ўрганиши лозим. Иккинчиси, позицион барқарорлик. Тезкор ҳимоячи кўпинча “ҳамма жойга улгуришим мумкин”, деган ортиқча ишончга берилиб қолади. Топ-даражада эса нафақат улгуриш, балки аввалдан тўғри позицияни эгаллаш, вазиятни олдиндан тўғри баҳолаш муҳим аҳамият касб этади.","106","797","11.78","6.3","0.575","0.487","sport","football"
"sports.uz","Barsa mundialning ikki finalchisidan birini tanlaydi","https://sports.uz/news/view/barsa-mundialning-ikki-finalchisidan-birini-tanlaydi-18-07-2026","1","“Barsa” mundialning ikki finalchisidan birini tanlaydi Ispaniyaning amaldagi chempioni “Barselona” kelasi mavsum oldidan markaziy himoya chizigʻini kuchaytirish variantlarini izlamoqda. Sport nashri maʼlumotiga koʻra, kataloniyaliklar uchun asosiy variantlar “Tottenxem” himoyachisi Kristian Romero va “Atletik Bilbayo” futbolchisi Emerik Laport hisoblanadi. “Koʻk-anorranglilar” himoya markazida Pau Kubarsi uchun oʻz vaqtida Inyigo Martines boʻlgani kabi tajribali sherik topishni istamoqda. Biroq manbaning taʼkidlashicha, argentinalik yoki ispaniyalik himoyachilardan birini sotib olish uchun “Barselona” hozirgi tarkibdan kim bilandir xayrlashishiga toʻgʻri keladi. Transfermarkt maʼlumotiga koʻra, 28 yoshli Romeroning qiymati 45 million yevroni tashkil qiladi, 32 yoshli Laport esa 8 million yevroga baholangan.","93","818","18.0","7.74","0.178","0.487","sport","football"
"sports.uz","O'zbekistonga ikkita gol urgan hujumchining yuziga kislota sepishgan!","https://sports.uz/news/view/ozbekistonga-ikkita-gol-urgan-hujumchining-yuziga-kislota-sepishgan-14-07-2026","3","Йоан кўзларидан оғир куйиш жароҳатларини олган бўлса-да, босқинчига қаршилик кўрсатиб, қизини ўғриланишига йўл қўймади. Футболчи зудлик билан шифохонага ётқизилиб, икки кўзида ҳам операция ўтказилган. Шифокорларнинг тезкор ёрдами туфайли у кўриш қобилиятини сақлаб қолган, аммо энди умрининг охиригача махсус кўз томчиларидан фойдаланишига тўғри келади. Бу ҳодиса футболчи ва унинг турмуш ўртоғининг руҳий ҳолатига ҳам қаттиқ таъсир кўрсатган. Уларнинг ҳар иккиси психолог ёрдамига муҳтож бўлган. Виссанинг аёлида депрессия ривожланган, футболчининг ўзи эса ваҳима хуружидан азият чекмоқда. - Ўшандан кейин мен жуда ёпиқ инсонга айландим. Мен энди бегона одамлар билан бир жойда бўлолмайман. Кўчада юрганимда ҳам доимо ортимга қараб қўяман. Тунда эса ёнимда нотаниш одам бўлса ухлай олмайман, - деган ҳужумчи судда.","109","815","10.8","6.37","0.611","0.487","sport","football"
"sports.uz","Kutilmaganda Rodri oldida ""Barselona"" varianti paydo bo‘ldi","https://sports.uz/news/view/kutilmaganda-rodri-oldida-barselona-varianti-paydo-bo-ldi","1","Kutilmaganda Rodri oldida ""Barselona"" varianti paydo bo‘ldi «Manchester Siti»ning markaziy yarim himoyachisi Rodri yaqin vaqtlarda jamoani tark etib, yana Ispaniyaga qaytishi mumkinligi haqida xabarlar ko‘paydi. Oxirgi soatlar, kunlar va haftalar davomida matbuotda uning «Real» safiga o‘tishi ehtimoli keng muhokama qilindi. Shu bilan birga, El Nacional nashrida chop etilgan maqolada ta’kidlanishicha, agar Rodri uchun «Real» varianti amalga oshmay qolsa, 29 yoshli futbolchi uchun yana bir yo‘nalish sifatida «Barselona» ko‘rib chiqilishi mumkin. Ma’lumki, «Barselona» yarim himoyachisi Frenki de Yong olgan jarohat jamoa markazidagi vaziyatni jiddiy o‘zgartirdi. Shu sababdan bosh murabbiy Hans-Diter Flik endi yuqori darajadagi yangi yarim himoyachini jamoaga qo‘shib olish ehtimolini inkor etmayapti.","102","806","22.4","5.98","0.134","0.488","sport","football"
"sports.uz","FIFA rasmiy sahifasi O‘zbekiston milliy terma jamoasini e’tirof etdi","https://sports.uz/news/view/fifa-rasmiy-sahifasi-ozbekiston-milliy-terma-jamoasini-etirof-etdi-23-07-2026","1","FIFA rasmiy sahifasi O‘zbekiston milliy terma jamoasini e’tirof etdi O‘zbekiston milliy terma jamoasi AQSh, Kanada va Meksika maydonlarida bo‘lib o‘tgan Jahon chempionatida musobaqa doirasidagi debut o‘yinlarini o‘tkazdi. FIFA rasmiy sayti Osiyo jamoalari qatorida milliy jamoamizning mundialdagi tarixiy ishtiroki haqida to‘xtalib o‘tdi. """"Jahon chempionati debutantlaridan biri O‘zbekiston terma jamoasi ketma-ket uchta mag‘lubiyatdan so‘ng guruh bosqichidayoq musobaqani tark etdi. Natijalar ko‘ngildagidek bo‘lmasa-da, “Oq bo‘rilar” uchun ijobiy jihatlar ham topildi. Masalan, Abbosbek Fayzullaev Kolumbiyaga qarshi o‘yinda jamoaning Jahon chempionatidagi ilk golini kiritib, o‘z nomini O‘zbekiston futboli tarixiga yozib qo‘ydi. Eldor Shomurodovning Kongo DR darvozasiga yo‘llagan ajoyib zarbasi esa “Hyundai” tomonidan taqdim etiladigan “Turnirning guruh bosqichidagi eng yaxshi goli” sovrinini qo‘lga kiritdi.","108","916","21.83","5.86","0.168","0.488","sport","football"
"sports.uz","Sun'iy intellekt JCh-2026 finalida Ispaniya — Argentina oʻyini gʻolibini bashorat qildi","https://sports.uz/news/view/sun-iy-intellekt-jch-2026-finalida-ispaniya-argentina-o-yini-g-olibini-bashorat-qildi","2","Лионель Скалони бошқарувидаги жамоа кетма-кет 14 та ўйинда ғалаба қозонди ва иккинчи бор қаторга жаҳон чемпиони бўлиш орасида фақат бир қадам қолди. Таркибдаги вазият Испания сафида кадрлар бўйича деярли муаммо йўқ. Охирги маълумотларга кўра, Луис де ла Фуэнте финал олдидан тўлиқ таркиб ихтиёрида. Жамоа ўйини асосан Ламин Ямаль, Нико Уильямс, Педри, Фабиан Руис ва Родри атрофида қурилган. Аргентинада эса вазият бироз мураккаброқ. Финал олдидан айрим етакчи футболчилар, жумладан, Кристиан Ромеро ва Леандро Паредеснинг ҳолати муҳокама қилинди. Шунга қарамай, Скалонини етакчиларидан мутлақо маҳрум қиладиган жиддий йўқотишлар кутилмаяпти. Асосий фигура сифатида, албатта, Лионель Месси қолмоқда — у халқаро карьерасини яна бир тарихий соврин билан якунлаши мумкин». «Тактик кутилмалар Испания анъанавий равишда тўп назоратига таянади.","112","838","12.33","6.33","0.55","0.488","sport","football"
"sports.uz","Salibaning jarohati kutilganidan ham jiddiyroq bo‘lishi mumkin","https://sports.uz/news/view/salibaning-jarohati-kutilganidan-ham-jiddiyroq-bo-lishi-mumkin","1","Salibaning jarohati kutilganidan ham jiddiyroq bo‘lishi mumkin Londonning «Arsenal» jamoasi va Frantsiya terma jamoasi markaziy himoyachisi Vilyam Saliba jiddiy jarohat tufayli uzoq muddat maydondan chetda qolishi mumkin. Ma'lum bo'lishicha, futbolchi ancha vaqtdan beri umurtqa suyakidagi jarohat bilan o'yinlarga tushib kelgan. Katta yuklama oqibatida uning sog'ligi bunga dosh bermadi va u Jahon chempionati-2026 yarim finalida Ispaniyaga qarshi o'yinning ilk bo'limiyoq maydonni tark etishga majbur bo'ldi. Endi Salibaga jarrohlik amaliyoti zarur. Jurnalist Charlz Uotts ma'lumotiga ko'ra, fransuz himoyachisining tiklanish jarayoni dastlabki hisob-kitoblarga nisbatan ham ko'proq vaqt talab qilishi ehtimoldan xoli emas. Ilk bashoratlarga binoan, u kamida yil oxirigacha maydonga qaytolmaydi, ammo shifokorlar reabilitatsiya yanada cho'zilib ketishidan xavotirda.","105","868","17.83","6.96","0.252","0.488","sport","football"
"sports.uz","«Yuventus» Kolo Muani transferi bo‘yicha kelisha olmadi","https://sports.uz/news/view/yuventus-kolo-muani-transferi-bo-yicha-kelisha-olmadi","1","«Yuventus» Kolo Muani transferi bo‘yicha kelisha olmadi «Yuventus» va «Pari Sen-Jermen» oʻrtasida fransuz hujumchisi Randal Kolo-Muanini transferi boʻyicha olib borilayotgan muzokaralar natijasiz yakunlandi. Il Corriere dello Sport nashrining yozishicha, turinliklar parijliklar talab qilayotgan 55 million yevro miqdorini toʻlashga tayyor emas. Shuningdek, klub rahbariyati bu sharoitda markaziy hujumchi uchun boshqa nomzod izlashga qaror qilgan. Endilikda «Yuventus» diqqatini Londonga qaratmoqda: klub «Tottenxem» hujumchisi Risharlisonni sotib olish boʻyicha kelishuvga erishishga urinadi. Turin jamoasi mutaxassislariga koʻra, braziliyalik forvardning tajribasi, jismoniy kuchi va bir nechta pozitsiyada oʻynay olish qobiliyati Lyuchano Spalletti jamoasi uchun katta foyda keltirishi mumkin. 29 yoshli Risharlison oʻtgan mavsumda «Tottenxem» safida 43 oʻyinda maydonga tushib, 12 ta gol urdi va 5 ta golli uzatma amalga oshirdi. Shunga qaramay, u Braziliya terma jamoasining Jahon chempionati–2026 uchun shakllantirilgan roʻyxatiga kiritilmadi.","126","1050","17.71","7.11","0.25","0.489","sport","football"
"sports.uz","Mundialning eng keksa futbolchisi faoliyatini yakunladi","https://sports.uz/news/view/mundialning-eng-keksa-futbolchisi-faoliyatini-yakunladi","1","Mundialning eng keksa futbolchisi faoliyatini yakunladi Шотландия терма жамоаси дарвозабони Крейг Гордон профессионал футболчи сифатидаги фаолиятини якунлаганини эълон қилди. 43 ёшли посбоннинг таъкидлашича, у «ўз орзуси билан яшаган», аммо энди нуқта қўйиш пайти келган. - Бу кун келишини ҳеч қачон истамаганман, лекин у барибир келиши керак эди. Мен орзуларимни рўёбга чиқарганман, бундан жуда миннатдорман, — деди Гордон унинг илк клуби томонидан эълон қилинган хайрлашув видеомурожаатида. - Йиллар давомида ёнимда бўлган жамоадошларим, мураббийлар, тиббий ходимлар, яқинларим ва мухлисларга чуқур миннатдорлик билдираман. Энди қўлқоплар ечилди, футболчи сифатидаги фаолиятим билан хайрлашаман, — дея қўшимча қилди у. Гордоннинг сўнгги мавсуми «Хартс» таркибида ўтди. У шунингдек, Шотландия терма жамоасининг 2026 йилги жаҳон чемпионати учун тузилган рўйхатига ҳам киритилган эди.","114","883","13.5","6.82","0.463","0.489","sport","football"
"sports.uz","""Barsa"" jahon chempionini oladi","https://sports.uz/news/view/barsa-jahon-chempionini-oladi","3","Шу билан бирга, «Барселона» қарор қабул қилишда шошилмасликка интилмоқда. Лапорт томони билан дастлабки алоқа ўрнатилгандан сўнг, Деку эҳтимолий битим шартларини чуқур ўрганиб чиқади ва клубга расмий музокараларга ўтиш-ўтмаслик бўйича тавсия беради. Эслатиб ўтамиз, 2026 йилги жаҳон чемпионатида Эмерик Лапорт Испания терма жамоасининг асосий марказий ҳимоячиларидан бири бўлди. У Пау Кубарси билан бирга миллий жамоага жаҳон чемпиони унвонини қўлга киритишда катта ҳисса қўшди.","62","478","15.5","6.5","0.403","0.49","sport","football"
"sports.uz","Ronaldу FIFAdagi korrupsiya, Messi va Argentina berilgan yordam haqidagi postni layk bosdi","https://sports.uz/news/view/ronald-fifadagi-korrupsiya-messi-va-argentina-berilgan-yordam-haqidagi-postni-layk-bosdi","1","Ronaldу FIFAdagi korrupsiya, Messi va Argentina berilgan yordam haqidagi postni layk bosdi Portugaliya terma jamoasi hujumchisi Krishtianu Ronaldu ijtimoiy tarmoqdagi bir postga «layk» bosdi. Ushbu postda Argentina terma jamoasi va FIFA faoliyati keskin tanqid qilingan efir parchasi joylashtirilgan edi. Videoda ispaniyalik jurnalist Pilar Rodriges Losantos 17 iyul kuni efir davomida Argentina terma jamoasining ishtirokini baholab, ular turnirni ancha oldin tark etishi kerakligini aytgan va FIFA faoliyatiga shubha bilan yondashgan. - Argentina taxminan besh o‘yin oldinoq musobaqani tark etishi kerak edi. Jamoa keyingi bosqichlarga FIFA yordamı bilan chiqdi, FIFA esa Yer yuzidagi eng korrupsiyalashgan tashkilotlardən biri. Menimcha, biz Argentınaga emas, balki butun FIFA tashkilotiga qarshi o‘ynayapmiz.","105","812","17.83","6.42","0.308","0.491","sport","football"
"sports.uz","Mbappe mag‘lubiyat sabablarini ochib tashladi","https://sports.uz/news/view/mbappe-mag-lubiyat-sabablarini-ochib-tashladi","2","Biz ularga o‘yin tempini belgilashga imkon berib qo‘ydik, kuchlar nisbati ni o‘z foydamizga o‘zgartirishimiz kerak edi, aynan shu yerda yutqazdik. O‘yin boshidanoq bosim, hujumlarimiz shakli tufayli yarim himoyada doimiy ravishda uchga ikki vaziyati yuzaga keldi, Ispaniyaga qarshi esa bu juda qiyin. Fabian Ruiz va Rodri juda ko‘p bo‘sh vaqt va makonga ega bo‘lishdi, pressingda o‘zaro tushunish yetishmadi. Biz yakkama-yakka o‘ynashimiz, ularni biz bilan birga yugurishga majbur qilishimiz kerak edi, chunki bu jamoa to‘psiz yugurishni yoqtirmaydi. Hatto to‘pni qaytarib olgan paytlarimizda ham birinchi paslar, birinchi qabul lar jahon chempionati yarim finali darajasiga mos bo‘lmadi. Mana shu omillarning barchasi yig‘ilib, mag‘lubiyatga olib keldi, — deya Mbappening so‘zlarini M6 manbasiga tayanib RMC Sport keltiradi.","111","825","21.17","5.35","0.252","0.492","sport","football"
